iter	Logloss
218	0.4840510358
219	0.4840002894
220	0.4839513777
221	0.4838803387
222	0.483826093
223	0.4837615329
224	0.4837040254
225	0.4836429725
226	0.4835856703
227	0.483533157
228	0.483481399
229	0.4834254246
230	0.4833749112
231	0.483312762
232	0.4832680429
233	0.483219171
234	0.4831540291
235	0.4831093446
236	0.4830464397
237	0.4829899666
238	0.4829339547
239	0.4828880742
240	0.4828479643
241	0.4827991821
242	0.4827449901
243	0.4826845141
244	0.4826368517
245	0.4825873919
246	0.4825434805
247	0.4824938214
248	0.4824450644
249	0.4823794643
250	0.482311647
251	0.4822636148
252	0.4822144716
253	0.4821734879
254	0.4821135196
255	0.4820649159
256	0.4820177409
257	0.4819653686
258	0.4819137504
259	0.4818745733
260	0.4818131634
261	0.4817725597
262	0.4817322534
263	0.4816754153
264	0.481614345
265	0.4815533191
266	0.4815159226
267	0.4814647523
268	0.4814159638
269	0.4813778935
270	0.4813172282
271	0.4812526639
272	0.4812043497
273	0.4811553028
274	0.4811197219
275	0.4810568356
276	0.4810178023
277	0.4809653134
278	0.4809215971
279	0.4808754183
280	0.4808362954
281	0.4807881201
282	0.4807465431
283	0.4806987803
284	0.4806395959
285	0.4805973564
286	0.4805547982
287	0.4805031203
288	0.4804502532
289	0.4803930572
290	0.4803267551
291	0.4802661884
292	0.4802195358
293	0.4801624712
294	0.4801216569
295	0.4800743256
296	0.4800242044
297	0.4799657229
298	0.4799088853
299	0.4798663778
300	0.4798192005
301	0.4797753405
302	0.4797183791
303	0.4796609678
304	0.4795993122
305	0.4795530569
306	0.4795081994
307	0.4794530405
308	0.4794057111
309	0.4793690674
310	0.4793198454
311	0.4792716975
312	0.4792287246
313	0.4791843798
314	0.4791343565
315	0.4790792038
316	0.4790257395
317	0.4789650743
318	0.4789156715
319	0.4788806815
320	0.4788271523
321	0.4787829761
322	0.4787377318
323	0.47869592
324	0.4786394631
325	0.4785946025
326	0.4785434261
327	0.4784872053
328	0.4784273254
329	0.4783876503
330	0.478338884
331	0.4782868296
332	0.4782533447
333	0.4781973893
334	0.478154146
335	0.4781012328
336	0.4780584512
337	0.4780049694
338	0.4779514567
339	0.4779100021
340	0.4778662659
341	0.477822791
342	0.4777744582
343	0.4777132112
344	0.477673869
345	0.4776282845
346	0.4775881043
347	0.4775315812
348	0.4774871529
349	0.4774427259
350	0.4773822048
351	0.4773356357
352	0.4772852004
353	0.4772291103
354	0.4771783342
355	0.4771386374
356	0.4770940654
357	0.4770422275
358	0.4770079535
359	0.4769614327
360	0.4769040165
361	0.4768589795
362	0.4768242564
363	0.4767797432
364	0.4767264698
365	0.4766850055
366	0.4766410416
367	0.4765986518
368	0.4765463991
369	0.4765024938
370	0.476459143
371	0.4764199371
372	0.4763788878
373	0.4763341087
374	0.4762816468
375	0.4762394569
376	0.4761908973
377	0.4761488614
378	0.4760840604
379	0.4760311626
380	0.475991595
381	0.4759453851
382	0.4758982961
383	0.4758603372
384	0.4758172721
385	0.4757714135
386	0.4757120307
387	0.4756712673
388	0.475638177
389	0.4755895099
390	0.4755557165
391	0.4755012513
392	0.4754589882
393	0.4754094927
394	0.4753592902
395	0.4753187536
396	0.4752640268
397	0.4752152929
398	0.4751722656
399	0.4751322809
400	0.475092051
401	0.4750406765
402	0.4749853855
403	0.4749415348
404	0.4748916966
405	0.4748487232
406	0.4748010763
407	0.4747499197
408	0.4747060872
409	0.4746496648
410	0.474603732
411	0.4745630954
412	0.4745256687
413	0.4744796583
414	0.4744308348
415	0.4743862867
416	0.4743392737
417	0.4743013318
418	0.4742662444
419	0.4742217499
420	0.4741846848
421	0.4741377072
422	0.4740869043
423	0.4740483796
424	0.4740079412
425	0.4739577692
426	0.4739070144
427	0.4738637031
428	0.4738187498
429	0.4737729608
430	0.4737207193
431	0.4736752651
432	0.4736341015
433	0.4735897889
434	0.4735423316
435	0.4734936273
436	0.4734430151
437	0.4733882718
438	0.4733545761
439	0.4733120718
440	0.4732626475
441	0.4732182488
442	0.4731671073
443	0.473124187
444	0.4730728925
445	0.4730381814
446	0.4730016844
447	0.4729609653
448	0.4729280014
449	0.4728838816
450	0.4728416809
451	0.4728032652
452	0.472756857
453	0.4727160169
454	0.472670743
455	0.4726248684
456	0.4725801183
457	0.4725440414
458	0.4724987801
459	0.472459115
460	0.4724140084
461	0.4723669065
462	0.4723207223
463	0.4722636426
464	0.472202497
465	0.4721348268
466	0.4720811102
467	0.4720461665
468	0.4720103242
469	0.4719692837
470	0.4719422159
471	0.4718979647
472	0.4718641415
473	0.4718245368
474	0.4717864557
475	0.4717433008
476	0.471698182
477	0.471648916
478	0.4716007749
479	0.47155792
480	0.4715141962
481	0.4714823224
482	0.4714402475
483	0.471401258
484	0.4713540411
485	0.4713225689
486	0.4712804768
487	0.4712373037
488	0.4711980403
489	0.4711523634
490	0.4710958946
491	0.471054484
492	0.4710036127
493	0.4709724023
494	0.4709216328
495	0.4708738016
496	0.4708279676
497	0.4707877111
498	0.4707437713
499	0.4706957559
500	0.4706562095
501	0.4706003653
502	0.4705607236
503	0.4705189834
504	0.4704764379
505	0.4704272965
506	0.4703950895
507	0.470360914
508	0.4703199938
509	0.4702742097
510	0.4702198793
511	0.4701776306
512	0.4701422348
513	0.4700930229
514	0.4700512658
515	0.47000037
516	0.4699592392
517	0.4699169501
518	0.4698833045
519	0.4698439261
520	0.4698088539
521	0.4697679562
522	0.4697260022
523	0.4696851748
524	0.4696376202
525	0.4695969308
526	0.4695495588
527	0.4695026578
528	0.4694696218
529	0.4694277083
530	0.4693924861
531	0.4693574413
532	0.4693141492
533	0.4692795859
534	0.4692412636
535	0.4691941194
536	0.4691579666
537	0.4691235611
538	0.4690840277
539	0.4690364259
540	0.468994664
541	0.4689644159
542	0.4689233029
543	0.4688863177
544	0.468857096
545	0.4688224453
546	0.4687687679
547	0.4687257383
548	0.4686844651
549	0.4686422392
550	0.4685988345
551	0.4685498699
552	0.4685189757
553	0.4684824682
554	0.468458801
555	0.4684215807
556	0.4683757625
557	0.468327505
558	0.4682857093
559	0.4682367172
560	0.4682051489
561	0.4681699764
562	0.4681356456
563	0.468101476
564	0.4680638139
565	0.4680175722
566	0.4679760539
567	0.4679326181
568	0.467891808
569	0.4678484186
570	0.4678133683
571	0.4677856062
572	0.46775187
573	0.4676995143
574	0.4676584013
575	0.4676137999
576	0.467575531
577	0.467543179
578	0.4675121812
579	0.467475216
580	0.4674131219
581	0.4673821234
582	0.467331915
583	0.4672886576
584	0.4672416687
585	0.4672085202
586	0.4671660401
587	0.467131034
588	0.4670779165
589	0.4670343734
590	0.4669900334
591	0.4669450887
592	0.4669049944
593	0.4668611251
594	0.466815969
595	0.4667741661
596	0.4667465317
597	0.4667107828
598	0.4666797868
599	0.46664222
600	0.466600104
601	0.4665597066
602	0.466516056
603	0.4664749258
604	0.4664361003
605	0.4663895701
606	0.466354937
607	0.4663149337
608	0.4662784767
609	0.466240469
610	0.4662088395
611	0.4661609568
612	0.4661196678
613	0.4660807471
614	0.4660397969
615	0.4659893645
616	0.4659539949
617	0.4659148864
618	0.4658711752
619	0.4658390341
620	0.4657946882
621	0.4657617009
622	0.4657242295
623	0.4656875013
624	0.4656490725
625	0.4656203818
626	0.4655765468
627	0.4655311831
628	0.4654895856
629	0.4654537439
630	0.4654082376
631	0.4653678511
632	0.4653191623
633	0.4652802349
634	0.4652453669
635	0.465196706
636	0.4651396313
637	0.4651056618
638	0.4650595866
639	0.4650306007
640	0.4649852291
641	0.4649468427
642	0.4649122658
643	0.4648799815
644	0.4648451322
645	0.4648021423
646	0.4647605186
647	0.4647170942
648	0.4646740061
649	0.4646410459
650	0.4646039762
651	0.4645648404
652	0.4645289661
653	0.4644898209
654	0.4644539626
655	0.4644247355
656	0.4643875611
657	0.4643521096
658	0.4643200617
659	0.4642812015
660	0.4642483258
661	0.464211879
662	0.4641675851
663	0.4641265386
664	0.4640881337
665	0.4640539118
666	0.4640151398
667	0.4639775866
668	0.4639387455
669	0.4638994965
670	0.4638605806
671	0.4638205041
672	0.4637842469
673	0.4637358926
674	0.4637026185
675	0.4636721475
676	0.4636402022
677	0.4635968622
678	0.4635552125
679	0.4635097658
680	0.463467138
681	0.4634236128
682	0.4633852737
683	0.4633457269
684	0.4633083228
685	0.4632684106
686	0.4632213636
687	0.4631706503
688	0.4631396556
689	0.4631025893
690	0.4630647917
691	0.4630396027
692	0.4630047838
693	0.4629620258
694	0.4629206857
695	0.4628903876
696	0.4628628753
697	0.4628156679
698	0.4627744173
699	0.4627356727
700	0.4626997572
701	0.4626661793
702	0.4626150493
703	0.4625719459
704	0.4625395666
705	0.4625033209
706	0.4624674278
707	0.4624204274
708	0.4623774598
709	0.4623375969
710	0.4623000727
711	0.462258205
712	0.4622185069
713	0.4621684635
714	0.4621384965
715	0.462099561
716	0.4620561956
717	0.4620298506
718	0.4619976724
719	0.4619597994
720	0.4619169364
721	0.461875488
722	0.4618431871
723	0.4617916328
724	0.4617488401
725	0.4617127645
726	0.4616723739
727	0.4616421113
728	0.4616069059
729	0.4615581887
730	0.4615236413
731	0.4614861506
732	0.4614514399
733	0.4614096489
734	0.4613734816
735	0.4613388214
736	0.4613018011
737	0.4612446096
738	0.4611939216
739	0.4611543535
740	0.4611174399
741	0.4610853866
742	0.4610457443
743	0.4610157398
744	0.4609724768
745	0.4609300354
746	0.4608960636
747	0.4608567456
748	0.4608196092
749	0.4607861479
750	0.4607561895
751	0.4607236735
752	0.4606805323
753	0.460646527
754	0.4606145802
755	0.4605768008
756	0.4605396866
757	0.460497877
758	0.4604453831
759	0.4604076315
760	0.460376734
761	0.4603264951
762	0.4602879516
763	0.4602487374
764	0.4602096319
765	0.4601724591
766	0.4601327065
767	0.4601086907
768	0.4600746502
769	0.4600520418
770	0.4600021172
771	0.4599657813
772	0.4599310231
773	0.4599003599
774	0.4598664362
775	0.4598320188
776	0.4598022034
777	0.459758575
778	0.4597141451
779	0.4596787015
780	0.4596383571
781	0.4595927727
782	0.4595598248
783	0.459521408
784	0.4594862501
785	0.4594564743
786	0.4594212803
787	0.4593777216
788	0.45933952
789	0.4592972565
790	0.4592600718
791	0.4592196329
792	0.4591740783
793	0.4591358562
794	0.4590925984
795	0.4590644731
796	0.4590361096
797	0.4590082317
798	0.4589629281
799	0.4589271003
800	0.4588955713
801	0.4588633545
802	0.4588303084
803	0.4587978022
804	0.4587706322
805	0.4587338318
806	0.4587031769
807	0.4586683656
808	0.4586315464
809	0.4585996788
810	0.4585631721
811	0.4585275258
812	0.4584970678
813	0.4584725105
814	0.4584241813
815	0.4583820927
816	0.4583432505
817	0.4583129858
818	0.4582852192
819	0.4582407527
820	0.4582091265
821	0.4581600074
822	0.4581303369
823	0.4580816982
824	0.4580555197
825	0.4580167503
826	0.4579737096
827	0.4579317116
828	0.4578952928
829	0.4578489111
830	0.4578209332
831	0.4577895626
832	0.4577510183
833	0.4577137693
834	0.4576718392
835	0.4576237621
836	0.4575839656
837	0.4575399785
838	0.4575141752
839	0.457480285
840	0.4574380523
841	0.4574033497
842	0.4573623388
843	0.4573139504
844	0.4572828745
845	0.457231208
846	0.4571968503
847	0.4571617712
848	0.4571248835
849	0.4570894398
850	0.4570692884
851	0.4570340433
852	0.4570047645
853	0.4569712222
854	0.4569388525
855	0.4569024093
856	0.4568654143
857	0.4568241773
858	0.4567929064
859	0.456750866
860	0.4567151623
861	0.4566795951
862	0.4566447558
863	0.4566075628
864	0.4565721761
865	0.4565384667
866	0.4565069715
867	0.456481055
868	0.4564498886
869	0.4564030285
870	0.4563586733
871	0.4563194174
872	0.4562820783
873	0.4562448199
874	0.4561964873
875	0.4561550788
876	0.4561190187
877	0.4560760174
878	0.4560391036
879	0.4560009357
880	0.4559675172
881	0.4559319824
882	0.4558909235
883	0.4558537783
884	0.4558297503
885	0.4557987832
886	0.455757782
887	0.4557324506
888	0.4556885847
889	0.4556515834
890	0.4556177414
891	0.4555805525
892	0.4555365757
893	0.45550601
894	0.4554728264
895	0.4554397745
896	0.4554071488
897	0.4553752108
898	0.4553463242
899	0.4553134805
900	0.4552841282
901	0.4552509772
902	0.4552149094
903	0.4551705336
904	0.4551433061
905	0.4551122873
906	0.4550798205
907	0.455038676
908	0.4549956955
909	0.4549559883
910	0.4549132128
911	0.4548615319
912	0.4548218757
913	0.4547921314
914	0.4547580212
915	0.4547182152
916	0.4546826284
917	0.4546458033
918	0.4546093581
919	0.4545697951
920	0.4545365094
921	0.4545046469
922	0.4544637551
923	0.4544274523
924	0.4543769588
925	0.4543441963
926	0.4543096005
927	0.4542785817
928	0.454250468
929	0.4542164631
930	0.4541808348
931	0.4541488228
932	0.4541166259
933	0.4540834218
934	0.4540565352
935	0.4540155988
936	0.4539843605
937	0.45394343
938	0.4539167496
939	0.4538742885
940	0.4538387383
941	0.4537965243
942	0.4537589068
943	0.4537258221
944	0.4536960653
945	0.4536538669
946	0.4536166685
947	0.4535810627
948	0.4535459763
949	0.4535097838
950	0.4534730691
951	0.4534450037
952	0.4534107244
953	0.4533618926
954	0.4533185171
955	0.4532787287
956	0.4532457011
957	0.4532148183
958	0.4531817752
959	0.4531337274
960	0.4531052617
961	0.4530684127
962	0.4530365814
963	0.4530024939
964	0.4529680338
965	0.4529353192
966	0.4529029002
967	0.4528696001
968	0.4528280982
969	0.4527937986
970	0.452770815
971	0.4527367323
972	0.4527004738
973	0.4526638285
974	0.4526193545
975	0.4525862338
976	0.4525529433
977	0.4525155595
978	0.4524831289
979	0.4524536736
980	0.4524202497
981	0.4523684228
982	0.4523297246
983	0.4522958546
984	0.4522682092
985	0.4522323997
986	0.4522040323
987	0.4521741991
988	0.4521314035
989	0.452089061
990	0.4520649556
991	0.4520337886
992	0.4519860053
993	0.4519393143
994	0.4519017253
995	0.4518789306
996	0.4518483472
997	0.4518179575
998	0.4517888333
999	0.451762541
